m_size,k_size,n_size,num_cores,duration
2880,192,576,30,38308.0
2880,192,672,30,44485.0
2880,192,768,30,50619.0
2880,192,864,30,56639.0
2880,288,32,30,4618.0
2880,288,96,30,9228.0
2880,288,192,30,16104.0
2880,288,288,30,28990.0
2880,288,384,30,38105.0
2880,288,480,30,47320.0
2880,288,576,30,56441.0
2880,288,672,30,65125.0
2880,384,32,30,5590.0
2880,384,96,30,11699.0
2880,384,192,30,20741.0
2880,384,288,30,37862.0
2880,384,384,30,50094.0
2880,384,480,30,62178.0
2880,480,32,30,6617.0
2880,480,96,30,14264.0
2880,480,192,30,25414.0
2880,480,288,30,47100.0
2880,480,384,30,61892.0
2880,576,32,30,7548.0
2880,576,96,30,16714.0
2880,576,192,30,30129.0
2880,576,288,30,55961.0
2880,672,32,30,8599.0
2880,672,96,30,19191.0
2880,672,192,30,34841.0
2880,672,288,30,64963.0
2880,768,32,30,9624.0
2880,768,96,30,21694.0
2880,768,192,30,39578.0
2880,864,32,30,10577.0
2880,864,96,30,24178.0
2880,864,192,30,44306.0
3200,32,32,10,2786.0
3200,32,96,10,3817.0
3200,32,192,10,5611.0
3200,32,288,10,12075.0
3200,32,384,10,15575.0
3200,32,480,10,19360.0
3200,32,576,10,22431.0
3200,32,672,10,29033.0
3200,32,864,10,36671.0
3200,96,32,10,4011.0
3200,96,96,10,7191.0
3200,96,192,10,12020.0
3200,96,288,10,23996.0
3200,96,384,10,31533.0
3200,96,480,10,39236.0
3200,96,672,10,64381.0
3200,192,32,10,6327.0
3200,192,96,10,12545.0
3200,192,192,10,21801.0
3200,192,288,10,44928.0
3200,192,480,10,88870.0
3200,288,32,10,8631.0
3200,288,96,10,17969.0
3200,288,192,10,31586.0
3200,288,288,10,80744.0
3200,384,32,10,11020.0
3200,384,96,10,23242.0
3200,384,192,10,51581.0
3200,384,288,10,105507.0
3200,480,32,10,13393.0
3200,480,96,10,28713.0
3200,480,192,10,64051.0
3200,480,288,10,185494.0
3200,576,32,10,15623.0
3200,576,96,10,42171.0
3200,672,32,10,21984.0
3200,672,96,10,48767.0
3200,768,32,10,24544.0
3200,768,96,10,85390.0
3200,864,32,10,27588.0
3200,864,96,10,96451.0
3200,32,32,20,2216.0
3200,32,96,20,2915.0
3200,32,192,20,4159.0
3200,32,288,20,7434.0
3200,32,384,20,9451.0
3200,32,480,20,11418.0
3200,32,576,20,13288.0
3200,32,672,20,15156.0
3200,32,768,20,17171.0
3200,32,864,20,19146.0
3200,96,32,20,2998.0
3200,96,96,20,5049.0
3200,96,192,20,8178.0
3200,96,288,20,14526.0
3200,96,384,20,19165.0
3200,96,480,20,23564.0
3200,96,576,20,27381.0
3200,96,672,20,31692.0
3200,96,768,20,35998.0
3200,96,864,20,41044.0
3200,192,32,20,4391.0
3200,192,96,20,8327.0
3200,192,192,20,14279.0
3200,192,288,20,27010.0
3200,192,384,20,35491.0
3200,192,480,20,44016.0
3200,192,576,20,52430.0
3200,192,672,20,61004.0
3200,288,32,20,5705.0
3200,288,96,20,11717.0
3200,288,192,20,20367.0
3200,288,288,20,39425.0
3200,288,384,20,52075.0
3200,288,480,20,64718.0
3200,384,32,20,7124.0
3200,384,96,20,14942.0
3200,384,192,20,26502.0
3200,384,288,20,51841.0
3200,384,384,20,68411.0
3200,480,32,20,8524.0
3200,480,96,20,18221.0
3200,480,192,20,32709.0
3200,480,288,20,64331.0
3200,576,32,20,9847.0
3200,576,96,20,21621.0
3200,576,192,20,38799.0
3200,672,32,20,11251.0
3200,672,96,20,24863.0
3200,672,192,20,44885.0
3200,768,32,20,12653.0
3200,768,96,20,28177.0
3200,864,32,20,13956.0
3200,864,96,20,31481.0
3520,32,32,10,2825.0
3520,32,96,10,3956.0
3520,32,192,10,5807.0
3520,32,288,10,12949.0
3520,32,384,10,16658.0
3520,32,480,10,20688.0
3520,32,576,10,24317.0
3520,96,32,10,4159.0
3520,96,96,10,7677.0
3520,96,192,10,12786.0
3520,96,288,10,26310.0
3520,96,384,10,33496.0
3520,192,32,10,6713.0
3520,192,96,10,13440.0
3520,192,192,10,23365.0
3520,192,288,10,48495.0
3520,288,32,10,9243.0
3520,288,96,10,19150.0
3520,288,192,10,33819.0
3520,384,32,10,11765.0
3520,384,96,10,24906.0
3520,480,32,10,14331.0
3520,576,32,10,16795.0
3520,576,96,10,114055.0
3520,576,192,10,215358.0
3520,576,288,10,366238.0
3520,672,32,10,52154.0
3520,672,96,10,131439.0
3520,672,192,10,251476.0
3520,768,32,10,57360.0
3520,768,96,10,149074.0
3520,768,192,10,285672.0
3520,864,32,10,64453.0
3520,864,96,10,169011.0
3840,32,32,10,2937.0
3840,32,96,10,4064.0
3840,32,192,10,6265.0
3840,32,288,10,13929.0
3840,32,384,10,17760.0
3840,32,480,10,22161.0
3840,32,672,10,33239.0
3840,96,32,10,4336.0
3840,96,96,10,8095.0
3840,96,192,10,13594.0
3840,96,288,10,28097.0
3840,96,384,10,36773.0
3840,96,480,10,51863.0
3840,192,32,10,7102.0
3840,192,96,10,14278.0
3840,192,192,10,24829.0
3840,192,288,10,52104.0
3840,192,384,10,81468.0
3840,288,32,10,9912.0
3840,288,96,10,20494.0
3840,288,192,10,36162.0
3840,288,288,10,91183.0
3840,288,384,10,134247.0
3840,384,32,10,12591.0
3840,384,96,10,26583.0
3840,384,192,10,57628.0
3840,384,288,10,134138.0
3840,480,32,10,15305.0
3840,480,96,10,39706.0
3840,480,192,10,83986.0
3840,576,32,10,21599.0
3840,576,96,10,47325.0
3840,576,192,10,114956.0
3840,672,32,10,24937.0
3840,672,96,10,63476.0
3840,768,32,10,28002.0
3840,768,96,10,82068.0
3840,864,32,10,34903.0
3840,864,96,10,115512.0
3840,32,32,20,2302.0
3840,32,96,20,3134.0
3840,32,192,20,4482.0
3840,32,288,20,8291.0
3840,32,384,20,10833.0
3840,32,480,20,12834.0
3840,32,576,20,15070.0
3840,32,672,20,17336.0
3840,32,768,20,19567.0
3840,32,864,20,21936.0
3840,96,32,20,3169.0
3840,96,96,20,5511.0
3840,96,192,20,8922.0
3840,96,288,20,16345.0
3840,96,384,20,21652.0
3840,96,480,20,26131.0
3840,96,576,20,31743.0
3840,96,672,20,36036.0
3840,96,768,20,40924.0
3840,96,864,20,59238.0
3840,192,32,20,4750.0
3840,192,96,20,9224.0
3840,192,192,20,15817.0
3840,192,288,20,30551.0
3840,192,384,20,40234.0
3840,192,480,20,49949.0
3840,192,576,20,59565.0
3840,192,672,20,88756.0
3840,288,32,20,6324.0
3840,288,96,20,12982.0
3840,288,192,20,22627.0
3840,288,288,20,44728.0
3840,288,384,20,59392.0
3840,288,480,20,95350.0
3840,384,32,20,7943.0
3840,384,96,20,16628.0
3840,384,192,20,29481.0
3840,384,288,20,59009.0
3840,480,32,20,9422.0
3840,480,96,20,20369.0
3840,480,192,20,36364.0
3840,480,288,20,94997.0
3840,576,32,20,11014.0
3840,576,96,20,24159.0
3840,576,192,20,43221.0
3840,576,288,20,113112.0
3840,672,32,20,12591.0
3840,672,96,20,27744.0
3840,672,192,20,67976.0
3840,768,32,20,14257.0
3840,768,96,20,31618.0
3840,768,192,20,77297.0
3840,864,32,20,15817.0
3840,864,96,20,47112.0
3840,864,192,20,109197.0
3840,32,32,30,2098.0
3840,32,96,30,2797.0
3840,32,192,30,3894.0
3840,32,288,30,6518.0
3840,32,384,30,8199.0
3840,32,480,30,9899.0
3840,32,576,30,11502.0
3840,32,672,30,13119.0
3840,32,768,30,14863.0
3840,32,864,30,16423.0
3840,96,32,30,2817.0
3840,96,96,30,4652.0
3840,96,192,30,7396.0
3840,96,288,30,12752.0
3840,96,384,30,16731.0
3840,96,480,30,20487.0
3840,96,576,30,23908.0
3840,96,672,30,27634.0
3840,96,768,30,31844.0
3840,96,864,30,34735.0
3840,192,32,30,4019.0
3840,192,96,30,7625.0
3840,192,192,30,12943.0
3840,192,288,30,23508.0
3840,192,384,30,30845.0
3840,192,480,30,38163.0
3840,192,576,30,45426.0
3840,192,672,30,52788.0
3840,192,768,30,60161.0
3840,192,864,30,92132.0
3840,288,32,30,5158.0
3840,288,96,30,10515.0
3840,288,192,30,18326.0
3840,288,288,30,34314.0
3840,288,384,30,45198.0
3840,288,480,30,56518.0
3840,288,576,30,66730.0
3840,288,672,30,107231.0
3840,384,32,30,6368.0
3840,384,96,30,13387.0
3840,384,192,30,23757.0
3840,384,288,30,44914.0
3840,384,384,30,59396.0
3840,384,480,30,101829.0
3840,480,32,30,7636.0
3840,480,96,30,16311.0
3840,480,192,30,29147.0
3840,480,288,30,55866.0
3840,576,32,30,8813.0
3840,576,96,30,19259.0
3840,576,192,30,34587.0
3840,576,288,30,66587.0
3840,672,32,30,9940.0
3840,672,96,30,22113.0
3840,672,192,30,40071.0
3840,672,288,30,106622.0
3840,768,32,30,11157.0
3840,768,96,30,25035.0
3840,768,192,30,45499.0
3840,864,32,30,12315.0
3840,864,96,30,27959.0
3840,32,32,40,2077.0
3840,32,96,40,2669.0
3840,32,192,40,3608.0
3840,32,288,40,5718.0
3840,32,384,40,7025.0
3840,32,480,40,8460.0
3840,32,576,40,9741.0
3840,32,672,40,11109.0
3840,32,768,40,12459.0
3840,32,864,40,13744.0
3840,96,32,40,2654.0
3840,96,96,40,4286.0
3840,96,192,40,6684.0
3840,96,288,40,10956.0
3840,96,384,40,14259.0
3840,96,480,40,17520.0
3840,96,576,40,20569.0
3840,96,672,40,23790.0
3840,96,768,40,26968.0
3840,96,864,40,30091.0
3840,192,32,40,3630.0
3840,192,96,40,6821.0
3840,192,192,40,11454.0
3840,192,288,40,20078.0
3840,192,384,40,26347.0
3840,192,480,40,32366.0
3840,192,576,40,38554.0
3840,192,672,40,44735.0
3840,192,768,40,50792.0
3840,192,864,40,56986.0
3840,288,32,40,4653.0
3840,288,96,40,9304.0
3840,288,192,40,16254.0
3840,288,288,40,29116.0
3840,288,384,40,38311.0
3840,288,480,40,47487.0
3840,288,576,40,56670.0
3840,288,672,40,65602.0
3840,384,32,40,5661.0
3840,384,96,40,11885.0
3840,384,192,40,21007.0
3840,384,288,40,38218.0
3840,384,384,40,50376.0
3840,384,480,40,62631.0
3840,480,32,40,6658.0
3840,480,96,40,14327.0
3840,480,192,40,25696.0
3840,480,288,40,47338.0
3840,480,384,40,62347.0
3840,576,32,40,7646.0
3840,576,96,40,16895.0
3840,576,192,40,30414.0
3840,576,288,40,56409.0
3840,672,32,40,8635.0
3840,672,96,40,19369.0
3840,672,192,40,35176.0
3840,672,288,40,65458.0
3840,768,32,40,9669.0
3840,768,96,40,21904.0
3840,768,192,40,39932.0
3840,864,32,40,10710.0
3840,864,96,40,24366.0
3840,864,192,40,44640.0
320,32,32,2,2019.0
320,32,96,2,2715.0
320,32,192,2,3879.0
320,32,288,2,7263.0
320,32,384,2,9252.0
320,32,480,2,11198.0
320,32,576,2,13055.0
320,32,672,2,15014.0
320,32,768,2,16962.0
320,32,864,2,18826.0
320,96,32,2,2920.0
320,96,96,2,4840.0
320,96,192,2,7953.0
320,96,288,2,14214.0
320,96,384,2,18331.0
320,96,480,2,22626.0
320,96,576,2,27230.0
320,96,672,2,31489.0
320,96,768,2,35482.0
320,96,864,2,40051.0
320,192,32,2,4156.0
320,192,96,2,8094.0
320,192,192,2,14096.0
320,192,288,2,26739.0
320,192,384,2,35203.0
320,192,480,2,43654.0
320,192,576,2,52119.0
320,192,672,2,60689.0
320,288,32,2,5469.0
320,288,96,2,11426.0
320,288,192,2,20171.0
320,288,288,2,39197.0
320,288,384,2,51803.0
320,288,480,2,64474.0
320,384,32,2,6893.0
320,384,96,2,14679.0
320,384,192,2,26246.0
320,384,288,2,51314.0
320,384,384,2,68183.0
320,480,32,2,8282.0
320,480,96,2,17992.0
320,480,192,2,32427.0
320,480,288,2,64209.0
320,576,32,2,9627.0
320,576,96,2,21354.0
320,576,192,2,38528.0
320,672,32,2,11043.0
320,672,96,2,24623.0
320,672,192,2,44657.0
320,768,32,2,12370.0
320,768,96,2,27958.0
320,864,32,2,13769.0
320,864,96,2,31250.0
320,32,32,3,1845.0
320,32,96,3,2620.0
320,32,192,3,3587.0
320,32,288,3,6275.0
320,32,384,3,7986.0
320,32,480,3,9595.0
320,32,576,3,11202.0
320,32,672,3,12791.0
320,32,768,3,14490.0
320,32,864,3,16050.0
320,96,32,3,2578.0
320,96,96,3,4395.0
320,96,192,3,7140.0
320,96,288,3,12333.0
320,96,384,3,16031.0
320,96,480,3,19810.0
320,96,576,3,23480.0
320,96,672,3,27221.0
320,96,768,3,31294.0
320,96,864,3,34063.0
320,192,32,3,3757.0
320,192,96,3,7289.0
320,192,192,3,12538.0
320,192,288,3,23130.0
320,192,384,3,30437.0
320,192,480,3,37652.0
320,192,576,3,44952.0
320,192,672,3,52186.0
320,192,768,3,59458.0
320,192,864,3,90615.0
320,288,32,3,4910.0
320,288,96,3,10160.0
320,288,192,3,17909.0
320,288,288,3,33923.0
320,288,384,3,44648.0
320,288,480,3,55913.0
320,288,576,3,66091.0
320,288,672,3,105685.0
320,384,32,3,6113.0
320,384,96,3,13099.0
320,384,192,3,23277.0
320,384,288,3,44440.0
320,384,384,3,58653.0
320,384,480,3,100314.0
320,480,32,3,7284.0
320,480,96,3,15910.0
320,480,192,3,28662.0
320,480,288,3,55312.0
320,576,32,3,8471.0
320,576,96,3,18875.0
320,576,192,3,34086.0
320,576,288,3,66012.0
320,672,32,3,9677.0
320,672,96,3,21709.0
320,672,192,3,39503.0
320,672,288,3,105183.0
320,768,32,3,10848.0
320,768,96,3,24645.0
320,768,192,3,44866.0
320,864,32,3,11989.0
320,864,96,3,27493.0
320,32,32,4,1785.0
320,32,96,4,2380.0
320,32,192,4,3286.0
320,32,288,4,5424.0
320,32,384,4,6692.0
320,32,480,4,8100.0
320,32,576,4,9361.0
320,32,672,4,10736.0
320,32,768,4,12080.0
320,32,864,4,13349.0
320,96,32,4,2365.0
320,96,96,4,3982.0
320,96,192,4,6349.0
320,96,288,4,10624.0
320,96,384,4,13601.0
320,96,480,4,16938.0
320,96,576,4,20132.0
320,96,672,4,22892.0
320,96,768,4,26097.0
320,96,864,4,29555.0
320,192,32,4,3301.0
320,192,96,4,6456.0
320,192,192,4,11099.0
320,192,288,4,19541.0
320,192,384,4,25777.0
320,192,480,4,31667.0
320,192,576,4,37778.0
320,192,672,4,43770.0
320,192,768,4,49925.0
320,192,864,4,55905.0
320,288,32,4,4350.0
320,288,96,4,8911.0
320,288,192,4,15740.0
320,288,288,4,28498.0
320,288,384,4,37574.0
320,288,480,4,46613.0
320,288,576,4,55486.0
320,288,672,4,64476.0
320,384,32,4,5344.0
320,384,96,4,11446.0
320,384,192,4,20376.0
320,384,288,4,37442.0
320,384,384,4,49539.0
320,384,480,4,61589.0
320,480,32,4,6369.0
320,480,96,4,13855.0
320,480,192,4,25006.0
320,480,288,4,46431.0
320,480,384,4,61102.0
320,576,32,4,7303.0
320,576,96,4,16387.0
320,576,192,4,29652.0
320,576,288,4,55354.0
320,672,32,4,8340.0
320,672,96,4,18844.0
320,672,192,4,34375.0
320,672,288,4,64321.0
320,768,32,4,9295.0
320,768,96,4,21305.0
320,768,192,4,39044.0
320,864,32,4,10396.0
320,864,96,4,23813.0
320,864,192,4,43646.0
320,32,32,5,1708.0
320,32,96,5,2275.0
320,32,192,5,3066.0
320,32,288,5,4507.0
320,32,384,5,5494.0
320,32,480,5,6559.0
320,32,576,5,7550.0
320,32,672,5,8673.0
320,32,768,5,9723.0
320,32,864,5,10666.0
320,96,32,5,2297.0
320,96,96,5,3636.0
320,96,192,5,5690.0
320,96,288,5,8844.0
320,96,384,5,11406.0
320,96,480,5,13759.0
320,96,576,5,16366.0
320,96,672,5,18676.0
320,96,768,5,21368.0
320,96,864,5,23536.0
320,192,32,5,3003.0
320,192,96,5,5681.0
320,192,192,5,9563.0
320,192,288,5,16030.0
320,192,384,5,20794.0
320,192,480,5,25723.0
320,192,576,5,30612.0
320,192,672,5,35449.0
320,192,768,5,40389.0
320,192,864,5,45195.0
320,288,32,5,3792.0
320,288,96,5,7739.0
320,288,192,5,13476.0
320,288,288,5,23182.0
320,288,384,5,30482.0
320,288,480,5,37749.0
320,288,576,5,44992.0
320,288,672,5,52261.0
320,288,768,5,59550.0
320,288,864,5,102097.0
320,384,32,5,4604.0
320,384,96,5,9797.0
320,384,192,5,17462.0
320,384,288,5,30357.0
320,384,384,5,40091.0
320,384,480,5,49622.0
320,384,576,5,59400.0
320,384,672,5,105283.0
320,480,32,5,5358.0
320,480,96,5,11857.0
320,480,192,5,21390.0
320,480,288,5,37626.0
320,480,384,5,49564.0
320,480,480,5,61629.0
320,576,32,5,6197.0
320,576,96,5,13921.0
320,576,192,5,25279.0
320,576,288,5,44819.0
320,576,384,5,59313.0
320,576,480,5,112491.0
320,672,32,5,6970.0
320,672,96,5,15943.0
320,672,192,5,29222.0
320,672,288,5,51991.0
320,768,32,5,7781.0
320,768,96,5,18037.0
320,768,192,5,33226.0
320,768,288,5,58940.0
320,864,32,5,8608.0
320,864,96,5,20101.0
320,864,192,5,37146.0
320,864,288,5,101580.0
640,32,32,2,2525.0
640,32,96,2,3627.0
640,32,192,2,5511.0
640,32,288,2,11953.0
640,32,384,2,15318.0
640,32,480,2,19157.0
640,32,576,2,22226.0
640,32,672,2,28619.0
640,32,864,2,36202.0
640,96,32,2,3873.0
640,96,96,2,6979.0
640,96,192,2,11832.0
640,96,288,2,23565.0
640,96,384,2,30641.0
640,96,480,2,38076.0
640,96,672,2,64009.0
640,192,32,2,6132.0
640,192,96,2,12362.0
640,192,192,2,21584.0
640,192,288,2,44739.0
640,192,480,2,88990.0
640,288,32,2,8475.0
640,288,96,2,17749.0
640,288,192,2,31354.0
640,288,288,2,80428.0
640,384,32,2,10807.0
640,384,96,2,23016.0
640,384,192,2,51207.0
640,384,288,2,105130.0
640,480,32,2,13106.0
640,480,96,2,28494.0
640,480,192,2,63632.0
640,480,288,2,184364.0
640,576,32,2,15396.0
640,576,96,2,41770.0
640,672,32,2,21641.0
640,672,96,2,48402.0
640,768,32,2,24269.0
640,768,96,2,84521.0
640,864,32,2,27235.0
640,864,96,2,95538.0
640,32,32,3,2197.0
640,32,96,3,3223.0
640,32,192,3,4498.0
640,32,288,3,9189.0
640,32,384,3,11726.0
640,32,480,3,14207.0
640,32,576,3,16765.0
640,32,672,3,19308.0
640,32,768,3,21873.0
640,32,864,3,24372.0
640,96,32,3,3182.0
640,96,96,3,5755.0
640,96,192,3,9558.0
640,96,288,3,18156.0
640,96,384,3,23282.0
640,96,480,3,28955.0
640,96,576,3,35265.0
640,96,672,3,41056.0
640,192,32,3,5018.0
640,192,96,3,9854.0
640,192,192,3,17156.0
640,192,288,3,34005.0
640,192,384,3,44843.0
640,192,480,3,55650.0
640,288,32,3,6692.0
640,288,96,3,13975.0
640,288,192,3,24673.0
640,288,288,3,49637.0
640,288,384,3,66134.0
640,384,32,3,8477.0
640,384,96,3,18086.0
640,384,192,3,32236.0
640,384,288,3,65623.0
640,480,32,3,10247.0
640,480,96,3,22148.0
640,480,192,3,39838.0
640,576,32,3,12008.0
640,576,96,3,26416.0
640,672,32,3,13764.0
640,672,96,3,30495.0
640,768,32,3,15456.0
640,864,32,3,17332.0
640,32,32,4,2018.0
640,32,96,4,2757.0
640,32,192,4,3934.0
640,32,288,4,7234.0
640,32,384,4,9270.0
640,32,480,4,11306.0
640,32,576,4,13119.0
640,32,672,4,15042.0
640,32,768,4,16956.0
640,32,864,4,18844.0
640,96,32,4,2774.0
640,96,96,4,4860.0
640,96,192,4,7953.0
640,96,288,4,14344.0
640,96,384,4,18377.0
640,96,480,4,23301.0
640,96,576,4,27735.0
640,96,672,4,31505.0
640,96,768,4,35812.0
640,96,864,4,40099.0
640,192,32,4,4173.0
640,192,96,4,8123.0
640,192,192,4,14117.0
640,192,288,4,26772.0
640,192,384,4,35205.0
640,192,480,4,43776.0
640,192,576,4,52186.0
640,192,672,4,60596.0
640,288,32,4,5498.0
640,288,96,4,11494.0
640,288,192,4,20189.0
640,288,288,4,39316.0
640,288,384,4,51627.0
640,288,480,4,64508.0
640,384,32,4,6960.0
640,384,96,4,14784.0
640,384,192,4,26301.0
640,384,288,4,51391.0
640,384,384,4,68247.0
640,480,32,4,8373.0
640,480,96,4,18010.0
640,480,192,4,32422.0
640,480,288,4,64201.0
640,576,32,4,9603.0
640,576,96,4,21385.0
640,576,192,4,38556.0
640,672,32,4,11050.0
640,672,96,4,24678.0
640,672,192,4,44675.0
640,768,32,4,12469.0
640,768,96,4,27989.0
640,864,32,4,13716.0
640,864,96,4,31264.0
640,32,32,5,1927.0
640,32,96,5,2605.0
640,32,192,5,3635.0
640,32,288,5,6354.0
640,32,384,5,8004.0
640,32,480,5,9689.0
640,32,576,5,11332.0
640,32,672,5,12890.0
640,32,768,5,14529.0
640,32,864,5,16225.0
640,96,32,5,2622.0
640,96,96,5,4469.0
640,96,192,5,7283.0
640,96,288,5,12373.0
640,96,384,5,16408.0
640,96,480,5,19666.0
640,96,576,5,23515.0
640,96,672,5,27253.0
640,96,768,5,31553.0
640,96,864,5,34197.0
640,192,32,5,3875.0
640,192,96,5,7353.0
640,192,192,5,12660.0
640,192,288,5,23254.0
640,192,384,5,30556.0
640,192,480,5,37817.0
640,192,576,5,44996.0
640,192,672,5,52265.0
640,192,768,5,59587.0
640,192,864,5,90810.0
640,288,32,5,4981.0
640,288,96,5,10264.0
640,288,192,5,17974.0
640,288,288,5,33954.0
640,288,384,5,44592.0
640,288,480,5,55898.0
640,288,576,5,66199.0
640,288,672,5,105478.0
640,384,32,5,6138.0
640,384,96,5,13111.0
640,384,192,5,23362.0
640,384,288,5,44475.0
640,384,384,5,58886.0
640,384,480,5,100432.0
640,480,32,5,7373.0
640,480,96,5,16005.0
640,480,192,5,28760.0
640,480,288,5,55415.0
640,576,32,5,8538.0
640,576,96,5,18928.0
640,576,192,5,34149.0
640,576,288,5,66037.0
640,672,32,5,9728.0
640,672,96,5,21868.0
640,672,192,5,39536.0
640,672,288,5,105288.0
640,768,32,5,10965.0
640,768,96,5,24689.0
640,768,192,5,45002.0
640,864,32,5,12176.0
640,864,96,5,27575.0
640,32,32,7,1912.0
640,32,96,7,2503.0
640,32,192,7,3391.0
640,32,288,7,5484.0
640,32,384,7,6735.0
640,32,480,7,8185.0
640,32,576,7,9458.0
