m_size,k_size,n_size,num_cores,duration
2560,96,96,8,7147.0
2560,96,192,8,11974.0
2560,96,288,8,23920.0
2560,96,384,8,31687.0
2560,96,480,8,39224.0
2560,96,672,8,65511.0
2560,192,32,8,6214.0
2560,192,96,8,12561.0
2560,192,192,8,21828.0
2560,192,288,8,44899.0
2560,192,480,8,88893.0
2560,288,32,8,8618.0
2560,288,96,8,17862.0
2560,288,192,8,31596.0
2560,288,288,8,80652.0
2560,384,32,8,10945.0
2560,384,96,8,23214.0
2560,384,192,8,51512.0
2560,384,288,8,105623.0
2560,480,32,8,13319.0
2560,480,96,8,28679.0
2560,480,192,8,63956.0
2560,480,288,8,184985.0
2560,576,32,8,15563.0
2560,576,96,8,42158.0
2560,672,32,8,21854.0
2560,672,96,8,48726.0
2560,768,32,8,24617.0
2560,768,96,8,85169.0
2560,864,32,8,27537.0
2560,864,96,8,96233.0
2560,32,32,9,2514.0
2560,32,96,9,3749.0
2560,32,192,9,5268.0
2560,32,288,9,11042.0
2560,32,384,9,14364.0
2560,32,480,9,17630.0
2560,32,576,9,20626.0
2560,32,672,9,23788.0
2560,96,32,9,3765.0
2560,96,96,9,6702.0
2560,96,192,9,11187.0
2560,96,288,9,21608.0
2560,96,384,9,28560.0
2560,96,480,9,35335.0
2560,96,576,9,42291.0
2560,192,32,9,5991.0
2560,192,96,9,11711.0
2560,192,192,9,20299.0
2560,192,288,9,41394.0
2560,192,384,9,54595.0
2560,288,32,9,8115.0
2560,288,96,9,16607.0
2560,288,192,9,29301.0
2560,288,288,9,61031.0
2560,384,32,9,10266.0
2560,384,96,9,21618.0
2560,384,192,9,38356.0
2560,384,288,9,112337.0
2560,480,32,9,12366.0
2560,480,96,9,26474.0
2560,480,288,9,139963.0
2560,576,32,9,14453.0
2560,576,96,9,31549.0
2560,576,192,9,86582.0
2560,672,32,9,16688.0
2560,672,96,9,54480.0
2560,672,192,9,101036.0
2560,768,32,9,26281.0
2560,768,96,9,61844.0
2560,864,32,9,29350.0
2560,864,96,9,69700.0
2880,32,32,3,4759.0
2880,32,96,3,6768.0
2880,32,192,3,11808.0
2880,32,288,3,31362.0
2880,32,384,3,43159.0
2880,32,480,3,59966.0
2880,96,32,3,7840.0
2880,96,96,3,15714.0
2880,96,192,3,29851.0
2880,96,288,3,69092.0
2880,192,32,3,14148.0
2880,192,96,3,32281.0
2880,192,192,3,62186.0
2880,288,32,3,22582.0
2880,288,96,3,50945.0
2880,288,192,3,144238.0
2880,384,32,3,30707.0
2880,384,96,3,81980.0
2880,480,32,3,44032.0
2880,576,32,3,76520.0
2880,672,32,3,135395.0
2880,32,32,4,3870.0
2880,32,96,4,5692.0
2880,32,192,4,9567.0
2880,32,768,4,131040.0
2880,96,32,4,6429.0
2880,96,96,4,12715.0
2880,96,192,4,22024.0
2880,192,32,4,11355.0
2880,192,96,4,23405.0
2880,192,384,4,341296.0
2880,288,32,4,49099.0
2880,288,96,4,118713.0
2880,288,192,4,227019.0
2880,288,288,4,385762.0
2880,384,32,4,59311.0
2880,384,96,4,155798.0
2880,384,192,4,298289.0
2880,480,32,4,74257.0
2880,480,96,4,196954.0
2880,576,32,4,89604.0
2880,576,96,4,233954.0
2880,672,32,4,104626.0
2880,768,32,4,115206.0
2880,864,32,4,130208.0
2880,32,32,5,3377.0
2880,32,96,5,4992.0
2880,32,192,5,8047.0
2880,32,288,5,19319.0
2880,32,384,5,26856.0
2880,32,480,5,33275.0
2880,32,576,5,42136.0
2880,96,32,5,5474.0
2880,96,96,5,10544.0
2880,96,192,5,18141.0
2880,96,288,5,44407.0
2880,96,384,5,57346.0
2880,96,480,5,77126.0
2880,192,32,5,9429.0
2880,192,96,5,19227.0
2880,192,192,5,38829.0
2880,192,288,5,83504.0
2880,288,32,5,13315.0
2880,288,96,5,31879.0
2880,288,192,5,57222.0
2880,288,288,5,166568.0
2880,384,32,5,19626.0
2880,384,96,5,41969.0
2880,480,32,5,24339.0
2880,480,96,5,58468.0
2880,480,192,5,181082.0
2880,576,32,5,31070.0
2880,576,96,5,92538.0
2880,672,32,5,45193.0
2880,672,96,5,133544.0
2880,768,32,5,50341.0
2880,864,32,5,68071.0
2880,32,32,6,3098.0
2880,32,96,6,4557.0
2880,32,192,6,6981.0
2880,32,288,6,16701.0
2880,32,384,6,21626.0
2880,32,480,6,30578.0
2880,32,864,6,61351.0
2880,96,32,6,4937.0
2880,96,96,6,9314.0
2880,96,192,6,15828.0
2880,96,288,6,33693.0
2880,96,480,6,67865.0
2880,96,672,6,111623.0
2880,192,32,6,8204.0
2880,192,96,6,16767.0
2880,192,192,6,29295.0
2880,192,288,6,79425.0
2880,192,384,6,104721.0
2880,192,480,6,155726.0
2880,288,32,6,11525.0
2880,288,96,6,24157.0
2880,288,288,6,117659.0
2880,288,384,6,184583.0
2880,384,32,6,14941.0
2880,384,96,6,41864.0
2880,384,192,6,76267.0
2880,384,288,6,184316.0
2880,480,32,6,23124.0
2880,480,96,6,52165.0
2880,480,192,6,119903.0
2880,576,32,6,27519.0
2880,576,96,6,62088.0
2880,672,32,6,31878.0
2880,672,96,6,89489.0
2880,768,32,6,35814.0
2880,864,32,6,47673.0
2880,32,32,7,2930.0
2880,32,96,7,4224.0
2880,32,192,7,6556.0
2880,32,288,7,14732.0
2880,32,384,7,19277.0
2880,32,480,7,23783.0
2880,96,32,7,4471.0
2880,96,96,7,8414.0
2880,96,192,7,14363.0
2880,96,288,7,29784.0
2880,96,384,7,39296.0
2880,192,32,7,7541.0
2880,192,96,7,15036.0
2880,192,192,7,26342.0
2880,288,32,7,10370.0
2880,288,96,7,21655.0
2880,384,32,7,13322.0
2880,384,96,7,28248.0
2880,480,32,7,16264.0
2880,480,192,7,213098.0
2880,480,288,7,360214.0
2880,576,32,7,52411.0
2880,576,96,7,134070.0
2880,576,192,7,253553.0
2880,672,32,7,60665.0
2880,672,96,7,154489.0
2880,672,192,7,296212.0
2880,768,32,7,66794.0
2880,768,96,7,175245.0
2880,864,32,7,75141.0
2880,864,96,7,198720.0
2880,32,32,8,2851.0
2880,32,96,8,4019.0
2880,32,192,8,6257.0
2880,32,288,8,13885.0
2880,32,384,8,18076.0
2880,32,480,8,22086.0
2880,32,672,8,33209.0
2880,96,32,8,4320.0
2880,96,96,8,8010.0
2880,96,192,8,13561.0
2880,96,288,8,28081.0
2880,96,384,8,36821.0
2880,96,480,8,52279.0
2880,192,32,8,7063.0
2880,192,96,8,14226.0
2880,192,192,8,24753.0
2880,192,288,8,52074.0
2880,192,384,8,81249.0
2880,288,32,8,9775.0
2880,288,96,8,20479.0
2880,288,192,8,36046.0
2880,288,288,8,90950.0
2880,288,384,8,134422.0
2880,384,32,8,12470.0
2880,384,96,8,26562.0
2880,384,192,8,57503.0
2880,384,288,8,134094.0
2880,480,32,8,15194.0
2880,480,96,8,39619.0
2880,480,192,8,83916.0
2880,576,32,8,21518.0
2880,576,96,8,47135.0
2880,576,192,8,114933.0
2880,672,32,8,24669.0
2880,672,96,8,63352.0
2880,768,32,8,27891.0
2880,768,96,8,81877.0
2880,864,32,8,34908.0
2880,864,96,8,115159.0
2880,32,32,9,2710.0
2880,32,96,9,3818.0
2880,32,192,9,5574.0
2880,32,288,9,12026.0
2880,32,384,9,15538.0
2880,32,480,9,19360.0
2880,32,576,9,22471.0
2880,32,672,9,28934.0
2880,32,864,9,36554.0
2880,96,32,9,3913.0
2880,96,96,9,7155.0
2880,96,192,9,11998.0
2880,96,288,9,23957.0
2880,96,384,9,31907.0
2880,96,480,9,39122.0
2880,96,672,9,64750.0
2880,192,32,9,6290.0
2880,192,96,9,12502.0
2880,192,192,9,21778.0
2880,192,288,9,44996.0
2880,192,480,9,89244.0
2880,288,32,9,8651.0
2880,288,96,9,17927.0
2880,288,192,9,31535.0
2880,288,288,9,80497.0
2880,384,32,9,10944.0
2880,384,96,9,23258.0
2880,384,192,9,51507.0
2880,384,288,9,105539.0
2880,480,32,9,13318.0
2880,480,96,9,28677.0
2880,480,192,9,64013.0
2880,480,288,9,185246.0
2880,576,32,9,15581.0
2880,576,96,9,42111.0
2880,672,32,9,21957.0
2880,672,96,9,48734.0
2880,768,32,9,24600.0
2880,768,96,9,85367.0
2880,864,32,9,27642.0
2880,864,96,9,96273.0
3200,32,32,4,4085.0
3200,32,96,4,5992.0
3200,32,192,4,10205.0
3200,32,480,4,50061.0
3200,96,32,4,6829.0
3200,96,96,4,13590.0
3200,96,384,4,88784.0
3200,192,32,4,12237.0
3200,192,192,4,64229.0
3200,192,288,4,130244.0
3200,288,32,4,23556.0
3200,288,96,4,52045.0
3200,288,192,4,95378.0
3200,384,32,4,29847.0
3200,384,96,4,68595.0
3200,480,32,4,37054.0
3200,576,32,4,97343.0
3200,576,96,4,254263.0
3200,672,32,4,113824.0
3200,768,32,4,125316.0
3200,32,32,5,3640.0
3200,32,96,5,5235.0
3200,32,192,5,8242.0
3200,32,288,5,21148.0
3200,32,384,5,29330.0
3200,32,480,5,36270.0
3200,32,672,5,59206.0
3200,96,32,5,5923.0
3200,96,96,5,11447.0
3200,96,192,5,19705.0
3200,96,288,5,47918.0
3200,96,384,5,62029.0
3200,96,480,5,90481.0
3200,192,32,5,10162.0
3200,192,96,5,21019.0
3200,192,192,5,41955.0
3200,192,288,5,104852.0
3200,288,32,5,14521.0
3200,288,96,5,34502.0
3200,288,192,5,76711.0
3200,288,288,5,166744.0
3200,384,32,5,21181.0
3200,384,96,5,45384.0
3200,384,192,5,110985.0
3200,480,32,5,26223.0
3200,480,96,5,69158.0
3200,576,32,5,35948.0
3200,576,96,5,127883.0
3200,672,32,5,44837.0
3200,672,96,5,236030.0
3200,768,32,5,67044.0
3200,864,32,5,114296.0
3200,32,32,6,3322.0
3200,32,96,6,4795.0
3200,32,192,6,7777.0
3200,32,288,6,18460.0
3200,96,32,6,5295.0
3200,96,96,6,10196.0
3200,96,192,6,17367.0
3200,96,288,6,37147.0
3200,192,32,6,9023.0
3200,192,96,6,18435.0
3200,192,576,6,378711.0
3200,288,32,6,12806.0
3200,288,96,6,26674.0
3200,288,384,6,377051.0
3200,384,32,6,45045.0
3200,384,96,6,116532.0
3200,384,192,6,221796.0
3200,384,288,6,376709.0
3200,480,32,6,56194.0
3200,480,96,6,147046.0
3200,480,192,6,277896.0
3200,576,32,6,67695.0
3200,576,96,6,174326.0
3200,576,192,6,330692.0
3200,672,32,6,78726.0
3200,672,96,6,201264.0
3200,768,32,6,86827.0
3200,768,96,6,228280.0
3200,864,32,6,97341.0
3200,32,32,7,3151.0
3200,32,96,7,4543.0
3200,32,192,7,7127.0
3200,32,288,7,16654.0
3200,32,384,7,21677.0
3200,32,480,7,30633.0
3200,32,864,7,61519.0
3200,96,32,7,5041.0
3200,96,96,7,9269.0
3200,96,192,7,15850.0
3200,96,288,7,33721.0
3200,96,480,7,68293.0
3200,96,672,7,111697.0
3200,192,32,7,8270.0
3200,192,96,7,16738.0
3200,192,192,7,29334.0
3200,192,288,7,79628.0
3200,192,384,7,105101.0
3200,192,480,7,155828.0
3200,288,32,7,11595.0
3200,288,96,7,24139.0
3200,288,288,7,117769.0
3200,288,384,7,184701.0
3200,384,32,7,14940.0
3200,384,96,7,41976.0
3200,384,192,7,76350.0
3200,384,288,7,184594.0
3200,480,32,7,23235.0
3200,480,96,7,52342.0
3200,480,192,7,120133.0
3200,576,32,7,27598.0
3200,576,96,7,62199.0
3200,672,32,7,31857.0
3200,672,96,7,89551.0
3200,768,32,7,35827.0
3200,864,32,7,47543.0
3200,32,32,8,2958.0
3200,32,96,8,4369.0
3200,32,192,8,6554.0
3200,32,288,8,14722.0
3200,32,384,8,19354.0
3200,32,480,8,23832.0
3200,96,32,8,4479.0
3200,96,96,8,8448.0
3200,96,192,8,14331.0
3200,96,288,8,29259.0
3200,96,384,8,39319.0
3200,192,32,8,7502.0
3200,192,96,8,15084.0
3200,192,192,8,26380.0
3200,288,32,8,10353.0
3200,288,96,8,21667.0
3200,384,32,8,13434.0
3200,384,96,8,28273.0
3200,480,32,8,16291.0
3200,480,192,8,213523.0
3200,480,288,8,360719.0
3200,576,32,8,52616.0
3200,576,96,8,134241.0
3200,576,192,8,253807.0
3200,672,32,8,61095.0
3200,672,96,8,154669.0
3200,672,192,8,296588.0
3200,768,32,8,67259.0
3200,768,96,8,175550.0
3200,864,32,8,75409.0
3200,864,96,8,198962.0
3200,32,32,9,2906.0
3200,32,96,9,4147.0
3200,32,192,9,6288.0
3200,32,288,9,13914.0
3200,32,384,9,18113.0
3200,32,480,9,22129.0
3200,32,672,9,33250.0
3200,96,32,9,4383.0
3200,96,96,9,8038.0
3200,96,192,9,13548.0
3200,96,288,9,28073.0
3200,96,384,9,36816.0
3200,96,480,9,51766.0
3200,192,32,9,7111.0
3200,192,96,9,14253.0
3200,192,192,9,24856.0
3200,192,288,9,52129.0
3200,192,384,9,81420.0
3200,288,32,9,9826.0
3200,288,96,9,20415.0
3200,288,192,9,36046.0
3200,288,288,9,90992.0
3200,288,384,9,134673.0
3200,384,32,9,12513.0
3200,384,96,9,26570.0
3200,384,192,9,57550.0
3200,384,288,9,134217.0
3200,480,32,9,15215.0
3200,480,96,9,39682.0
3200,480,192,9,84013.0
3200,576,32,9,21454.0
3200,576,96,9,47283.0
3200,576,192,9,114914.0
3200,672,32,9,24849.0
3200,672,96,9,63385.0
3200,768,32,9,27927.0
3200,768,96,9,82064.0
3200,864,32,9,34836.0
3200,864,96,9,115404.0
3520,32,32,4,4413.0
3520,32,96,4,6471.0
3520,32,192,4,11107.0
3520,32,288,4,29765.0
3520,96,32,4,7489.0
3520,96,96,4,14848.0
3520,96,192,4,28317.0
3520,96,288,4,70635.0
3520,192,32,4,13415.0
3520,192,96,4,30566.0
3520,192,192,4,63993.0
3520,192,288,4,155905.0
3520,288,32,4,21401.0
3520,288,96,4,52150.0
3520,288,192,4,117231.0
3520,384,32,4,30629.0
3520,384,96,4,83599.0
3520,480,32,4,44367.0
3520,480,96,4,150059.0
3520,576,32,4,71714.0
3520,672,32,4,127296.0
3520,32,32,5,3854.0
3520,32,96,5,5609.0
3520,32,192,5,9299.0
3520,32,288,5,23001.0
3520,32,384,5,31839.0
3520,96,32,5,6285.0
3520,96,96,5,12315.0
3520,96,192,5,21373.0
3520,96,288,5,51484.0
3520,96,576,5,166890.0
3520,192,32,5,10975.0
3520,192,96,5,22643.0
3520,192,192,5,45055.0
3520,288,32,5,15690.0
3520,288,96,5,36965.0
3520,288,288,5,245173.0
3520,384,32,5,22876.0
3520,384,192,5,176601.0
3520,480,32,5,47546.0
3520,480,96,5,118467.0
3520,576,32,5,56996.0
3520,576,96,5,140487.0
3520,672,32,5,66366.0
3520,768,32,5,111218.0
3520,864,32,5,125759.0
3520,32,32,6,3555.0
3520,32,96,6,5119.0
3520,32,192,6,8367.0
3520,32,288,6,20222.0
3520,32,864,6,123974.0
3520,96,32,6,5805.0
3520,96,96,6,11035.0
3520,96,192,6,18961.0
3520,96,672,6,252257.0
3520,192,32,6,9837.0
3520,192,96,6,20101.0
3520,288,32,6,13939.0
3520,288,288,6,320007.0
3520,288,384,6,421190.0
3520,384,32,6,50276.0
3520,384,96,6,130523.0
3520,384,192,6,247911.0
3520,384,288,6,420861.0
3520,480,32,6,62730.0
3520,480,96,6,164187.0
3520,480,192,6,310378.0
3520,576,32,6,75530.0
3520,576,96,6,194805.0
3520,672,32,6,87790.0
3520,672,96,6,224709.0
3520,768,32,6,96831.0
3520,864,32,6,108821.0
3520,32,32,7,3395.0
3520,32,96,7,4863.0
3520,32,192,7,7411.0
3520,32,288,7,17686.0
3520,32,384,7,23158.0
3520,32,480,7,30198.0
3520,96,32,7,5149.0
3520,96,96,7,9726.0
3520,96,192,7,16691.0
3520,96,288,7,35521.0
3520,96,384,7,52214.0
3520,96,480,7,64201.0
3520,192,32,7,8625.0
3520,192,96,7,17574.0
3520,192,192,7,30824.0
3520,192,288,7,76706.0
3520,288,32,7,12169.0
3520,288,96,7,25396.0
3520,288,192,7,52788.0
3520,288,288,7,134426.0
3520,384,32,7,15728.0
3520,384,96,7,38792.0
3520,384,192,7,89239.0
3520,480,32,7,22104.0
3520,480,96,7,48086.0
3520,576,32,7,26384.0
3520,576,96,7,72335.0
3520,672,32,7,36388.0
3520,672,96,7,119071.0
3520,768,32,7,40686.0
3520,864,32,7,61064.0
3520,32,32,8,3089.0
3520,32,96,8,4357.0
3520,32,192,8,6813.0
3520,32,288,8,15770.0
3520,32,384,8,20424.0
3520,32,480,8,27106.0
3520,32,672,8,37635.0
3520,96,32,8,4702.0
3520,96,96,8,8918.0
3520,96,192,8,15086.0
3520,96,288,8,31870.0
3520,96,384,8,46947.0
3520,96,480,8,59452.0
3520,192,32,8,7876.0
3520,192,96,8,15923.0
3520,192,192,8,27874.0
3520,192,288,8,69036.0
3520,192,384,8,91894.0
3520,288,32,8,10999.0
3520,288,96,8,22859.0
3520,288,192,8,48363.0
3520,288,288,8,102999.0
3520,384,32,8,14146.0
3520,384,96,8,35310.0
3520,384,192,8,63577.0
3520,480,32,8,20308.0
3520,480,96,8,43828.0
3520,576,32,8,23838.0
3520,576,192,8,168570.0
3520,672,32,8,27708.0
3520,672,96,8,104523.0
3520,768,32,8,47965.0
3520,768,96,8,118657.0
3520,864,32,8,53715.0
3520,864,96,8,214104.0
3520,32,32,9,3120.0
3520,32,96,9,4204.0
3520,32,192,9,6605.0
3520,32,288,9,14866.0
3520,32,384,9,19372.0
3520,32,480,9,23832.0
3520,96,32,9,4504.0
3520,96,96,9,8441.0
3520,96,192,9,14362.0
3520,96,288,9,29950.0
3520,96,384,9,39353.0
3520,192,32,9,7527.0
3520,192,96,9,15093.0
3520,192,192,9,26370.0
3520,288,32,9,10450.0
3520,288,96,9,21694.0
3520,384,32,9,13365.0
3520,384,96,9,28278.0
3520,480,32,9,16295.0
3520,480,192,9,213867.0
3520,480,288,9,361494.0
3520,576,32,9,52896.0
3520,576,96,9,134498.0
3520,576,192,9,254088.0
3520,672,32,9,61356.0
3520,672,96,9,154967.0
3520,672,192,9,297005.0
3520,768,32,9,67466.0
3520,768,96,9,175826.0
3520,864,32,9,75775.0
3520,864,96,9,199413.0
3840,32,32,4,4600.0
3840,32,96,4,6826.0
3840,32,192,4,11782.0
3840,32,288,4,31345.0
3840,32,384,4,43225.0
3840,32,480,4,60164.0
3840,96,32,4,8034.0
3840,96,96,4,15728.0
3840,96,192,4,29825.0
3840,96,288,4,69089.0
3840,192,32,4,14105.0
3840,192,96,4,32247.0
3840,192,192,4,62167.0
3840,288,32,4,22897.0
3840,288,96,4,50967.0
3840,288,192,4,144338.0
3840,384,32,4,30747.0
3840,384,96,4,82052.0
3840,480,32,4,44295.0
3840,576,32,4,76579.0
3840,672,32,4,136419.0
3840,32,32,5,4052.0
3840,32,96,5,5890.0
3840,32,192,5,9954.0
3840,32,288,5,26068.0
3840,32,384,5,34230.0
3840,32,480,5,44816.0
3840,96,32,5,6720.0
3840,96,96,5,13250.0
3840,96,192,5,25336.0
3840,96,288,5,55604.0
3840,96,384,5,77346.0
3840,192,32,5,11809.0
3840,192,96,5,27181.0
3840,192,192,5,48224.0
3840,192,288,5,119494.0
3840,288,32,5,18991.0
3840,288,96,5,39665.0
3840,288,192,5,85807.0
3840,384,32,5,24605.0
3840,384,96,5,57014.0
3840,480,32,5,32187.0
3840,480,96,5,90296.0
3840,576,32,5,45949.0
3840,672,32,5,72480.0
3840,768,32,5,121433.0
3840,32,32,6,3643.0
3840,32,96,6,5275.0
3840,32,192,6,8739.0
3840,32,288,6,21288.0
3840,32,384,6,29415.0
3840,32,480,6,36477.0
3840,32,672,6,59439.0
3840,96,32,6,5906.0
3840,96,96,6,11443.0
3840,96,192,6,19829.0
3840,96,288,6,47607.0
3840,96,384,6,62130.0
3840,96,480,6,90658.0
3840,192,32,6,10211.0
3840,192,96,6,20944.0
3840,192,192,6,41976.0
3840,192,288,6,105451.0
3840,288,32,6,14517.0
3840,288,96,6,34576.0
3840,288,192,6,76899.0
3840,288,288,6,166889.0
3840,384,32,6,21237.0
3840,384,96,6,45433.0
3840,384,192,6,111111.0
3840,480,32,6,26310.0
3840,480,96,6,69118.0
3840,576,32,6,36080.0
3840,576,96,6,128240.0
3840,672,32,6,44924.0
3840,672,96,6,236403.0
3840,768,32,6,67339.0
3840,864,32,6,114187.0
3840,32,32,7,3508.0
3840,32,96,7,4953.0
3840,32,192,7,8188.0
3840,32,288,7,19420.0
3840,32,384,7,27293.0
3840,32,480,7,33456.0
3840,32,576,7,42228.0
3840,96,32,7,5553.0
3840,96,96,7,10598.0
3840,96,192,7,18226.0
3840,96,288,7,43696.0
3840,96,384,7,56461.0
3840,96,480,7,76708.0
3840,192,32,7,9461.0
3840,192,96,7,19297.0
3840,192,192,7,38994.0
3840,192,288,7,83992.0
3840,288,32,7,13343.0
3840,288,96,7,32040.0
3840,288,192,7,57327.0
3840,288,288,7,167224.0
3840,384,32,7,19703.0
3840,384,96,7,42156.0
3840,480,32,7,24422.0
3840,480,96,7,58569.0
3840,480,192,7,181581.0
3840,576,32,7,31182.0
3840,576,96,7,92621.0
3840,672,32,7,45472.0
3840,672,96,7,133895.0
3840,768,32,7,50821.0
3840,864,32,7,68482.0
3840,32,32,8,3186.0
3840,32,96,8,4512.0
3840,32,192,8,7059.0
3840,32,288,8,16707.0
3840,32,384,8,21665.0
3840,32,480,8,30835.0
3840,32,864,8,61495.0
3840,96,32,8,5036.0
3840,96,96,8,9340.0
3840,96,192,8,15884.0
3840,96,288,8,33738.0
3840,96,480,8,67455.0
3840,96,672,8,111068.0
3840,192,32,8,8355.0
3840,192,96,8,16822.0
3840,192,192,8,29400.0
3840,192,288,8,79440.0
3840,192,384,8,105461.0
3840,192,480,8,155856.0
3840,288,32,8,11595.0
3840,288,96,8,24190.0
3840,288,288,8,117863.0
3840,288,384,8,185147.0
3840,384,32,8,14947.0
3840,384,96,8,41978.0
3840,384,192,8,76455.0
3840,384,288,8,184076.0
3840,480,32,8,23219.0
3840,480,96,8,52362.0
3840,480,192,8,120239.0
3840,576,32,8,27635.0
3840,576,96,8,62321.0
3840,672,32,8,32000.0
3840,672,96,8,89770.0
3840,768,32,8,35983.0
3840,864,32,8,47878.0
3840,32,32,9,3098.0
3840,32,96,9,4372.0
3840,32,192,9,6927.0
3840,32,288,9,15780.0
3840,32,384,9,20451.0
3840,32,480,9,27106.0
3840,32,672,9,37598.0
3840,96,32,9,4739.0
3840,96,96,9,8898.0
3840,96,192,9,15133.0
3840,96,288,9,31908.0
3840,96,384,9,46616.0
3840,96,480,9,60011.0
3840,192,32,9,7976.0
3840,192,96,9,15996.0
3840,192,192,9,27872.0
3840,192,288,9,69033.0
3840,192,384,9,91035.0
3840,288,32,9,11019.0
3840,288,96,9,22888.0
3840,288,192,9,48320.0
3840,288,288,9,103397.0
3840,384,32,9,14165.0
3840,384,96,9,35356.0
3840,384,192,9,63587.0
3840,480,32,9,20331.0
3840,480,96,9,43838.0
3840,576,32,9,23901.0
3840,576,192,9,168716.0
3840,672,32,9,27786.0
3840,672,96,9,104725.0
3840,768,32,9,48060.0
3840,768,96,9,118854.0
3840,864,32,9,54067.0
3840,864,96,9,214492.0
